ean/modelo,cod_interno,marca,producto,precio_online,precio_cuotas,garantia,url,timestamp
7797037912057,156751,VOLCAN,CALEFACTOR A GAS - TIRO NATURAL VOLCAN 43616V,26329,"12 x $ 2.194,08 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-natural-volcan-43616v/p/00268134,2022-03-26 11:45:48
7797037911739,155404,VOLCAN,CALEFACTOR A GAS - TIRO BALANCEADO VOLCAN 46312V,29489,"12 x $ 2.457,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-volcan-46312v/p/00268133,2022-03-26 11:45:48
7797037911715,155403,VOLCAN,CALEFACTOR A GAS - TIRO BALANCEADO VOLCAN 43712V,26949,"12 x $ 2.245,75 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-volcan-43712v/p/00268132,2022-03-26 11:45:48
7797037912033,156750,VOLCAN,CALEFACTOR A GAS - SIN SALIDA VOLCAN 43512V,19619,"12 x $ 1.634,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-sin-salida-volcan-43512v/p/00268047,2022-03-26 11:45:48
7797037911692,155402,VOLCAN,CALEFACTOR A GAS - TIRO BALANCEADO VOLCAN 42312V,23199,"12 x $ 1.933,25 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-volcan-42312v/p/00268131,2022-03-26 11:45:48
4711081230373,143482,ASUS,NOTEBOOK GAMER ASUS TUF GAMING F15 - FX506LH-HN002T INTEL CORE I5,170999,"6 x $ 28.499,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-gamer-asus-tuf-gaming-f15-fx506lh-hn002t-intel-core-i5/p/00408022,2022-03-26 11:45:48
7797037912019,156749,VOLCAN,CALEFACTOR A GAS - SIN SALIDA VOLCAN 42512V,17449,"12 x $ 1.454,08 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-sin-salida-volcan-42512v/p/00268046,2022-03-26 11:45:48
7798166644260,144801,VAIO,NOTEBOOK VAIO VJFE52A0911H INTEL CORE I7,159999,"6 x $ 26.666,50 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-vaio-vjfe52a0911h-intel-core-i7/p/00467010,2022-03-26 11:45:48
194721452030,144421,HP,NOTEBOOK HP 3D3B9LT AMD R5,220185,"3 x $ 73.395,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-3d3b9lt-amd-r5/p/00448068,2022-03-26 11:45:48
196068301231,144419,HP,NOTEBOOK HP 26M74LT INTEL CORE I5,226680,"3 x $ 75.560,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-26m74lt-intel-core-i5/p/00448066,2022-03-26 11:45:48
196068516932,144418,HP,NOTEBOOK HP 484S7LT INTEL CORE I5,150762,"3 x $ 50.254,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-484s7lt-intel-core-i5/p/00448065,2022-03-26 11:45:48
195908557678,177630,HP,NOTEBOOK HP 14-DQ2024LA CORE I3-1115G4,85499,"6 x $ 14.249,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-14-dq2024la-core-i3-1115g4/p/00454004,2022-03-26 11:45:48
4711081470892,144595,ASUS,NOTEBOOK ASUS VIVIO BOOK 15 - K3500PA-L1168T INTEL CORE I5,161499,"6 x $ 26.916,51 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-vivio-book-15-k3500pa-l1168t-intel-core-i5/p/00455002,2022-03-26 11:45:49
195122579487,144162,HP,NOTEBOOK HP HP 255 G7 / 1W8Y8LT AMD R5,122499,"3 x $ 40.833,00 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-hp-255-g7-1w8y8lt-amd-r5/p/00437004,2022-03-26 11:45:49
4711081423614,144269,ND,NOTEBOOK ASUS UX325EA-LR422T INTEL CORE I7,284999,"6 x $ 47.499,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-ux325ea-lr422t-intel-core-i7/p/00440001,2022-03-26 11:45:49
194850955402,144104,HP,NOTEBOOK HP 155R0LS AMD R5,154999,"3 x $ 51.666,33 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-155r0ls-amd-r5/p/00429046,2022-03-26 11:45:49
4711081389101,144270,ND,NOTEBOOK GAMER ASUS FX506HCB-HN161T INTEL CORE I5,289999,"3 x $ 96.666,33 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-gamer-asus-fx506hcb-hn161t-intel-core-i5/p/00440002,2022-03-26 11:45:49
195697340253,143238,HP,NOTEBOOK HP 13-BB0003LA INTEL CORE I5,129999,"6 x $ 21.666,50 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-hp-13-bb0003la-intel-core-i5/p/00441036,2022-03-26 11:45:49
195908557715,144594,HP,NOTEBOOK HP 14-DQ2029LA INTEL CORE I5,99749,"6 x $ 16.624,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-14-dq2029la-intel-core-i5/p/00454005,2022-03-26 11:45:49
4710886598916,144647,ACER,NOTEBOOK GAMER ACER AN515-55-51VR INTEL CORE I5,180499,"6 x $ 30.083,18 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-gamer-acer-an515-55-51vr-intel-core-i5/p/00457017,2022-03-26 11:45:50
4711081200109,143636,ND,NOTEBOOK ASUS UX425EA-KI419T INTEL CORE I5,159999,"6 x $ 26.666,50 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-ux425ea-ki419t-intel-core-i5/p/00417013,2022-03-26 11:45:50
4711081253648,177301,ASUS,NOTEBOOK ASUS X515EA-EJ708T CORE I7,155999,"12 x $ 12.999,92 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-x515ea-ej708t-core-i7/p/00423028,2022-03-26 11:45:50
7797037911869,138557,ORBIS,CALEFACTOR SIN SALIDA ORBIS 4044GO,23249,"12 x $ 1.937,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-sin-salida-orbis-4044go/p/00268035,2022-03-26 11:45:50
4711081342823,143481,ASUS,NOTEBOOK GAMER ASUS ROG ZEPHYRUS G14 - GA401IHR-K2053T AMD R7,322999,"6 x $ 53.833,18 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-gamer-asus-rog-zephyrus-g14-ga401ihr-k2053t-amd-r7/p/00408021,2022-03-26 11:45:50
4711081253662,177300,ASUS,NOTEBOOK ASUS X515EA-EJ710T CORE I5,109999,"12 x $ 9.166,58 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-x515ea-ej710t-core-i5/p/00423027,2022-03-26 11:45:50
196068449780,177198,HP,NOTEBOOK HP 43K41LT CORE I5,109999,"3 x $ 36.666,33 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-43k41lt-core-i5/p/00429000,2022-03-26 11:45:50
195161159138,143555,HP,NOTEBOOK HP 14-CF2074LA INTEL CORE I5,99749,"6 x $ 16.624,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-14-cf2074la-intel-core-i5/p/00408045,2022-03-26 11:45:50
4710886391975,143585,ACER,N.AN515-55-50ZW I5 8G 256G GAM,151999,"6 x $ 25.333,18 Cuotas sin interés",12,https://www.musimundo.com/marcas/acer/n-an515-55-50zw-i5-8g-256g-gam/p/00415001,2022-03-26 11:45:50
7798111353872,145343,TIVOLI,CALOVENTOR TIVOLI TCA-2010VE,4559,"12 x $ 379,92 Cuotas sin interés",0,https://www.musimundo.com/climatizacion/calefactores/caloventor-tivoli-tca-2010ve/p/00506026,2022-03-26 11:45:50
7796931870890,177582,ESKABE,CALEFACTOR A GAS - TIRO BALANCEADO ESKABE S21 TB5 P,46079,"12 x $ 3.839,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-eskabe-s21-tb5-p/p/00389018,2022-03-26 11:45:50
7796931870869,177575,ESKABE,CALEFACTOR A GAS - TIRO BALANCEADO ESKABE S21 TB2,30929,"12 x $ 2.577,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-eskabe-s21-tb2/p/00389016,2022-03-26 11:45:50
7798192365986,176821,PHILCO,CALEFACTOR CALOVENTOR PHILCO PHCF20A1P,4511,"12 x $ 375,96 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-caloventor-philco-phcf20a1p/p/00321172,2022-03-26 11:45:50
7798111679071,141502,PEABODY,CALOVENTOR PEABODY PE-CVL20N,14249,"12 x $ 1.187,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/caloventor-peabody-pe-cvl20n/p/00321167,2022-03-26 11:45:50
7798111676865,141501,PEABODY,VITROCONVECTOR PEABODY PE-VQM20N,20999,"18 x $ 1.166,61 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/vitroconvector-peabody-pe-vqm20n/p/00321166,2022-03-26 11:45:50
7797037911845,138556,ORBIS,CALEFACTOR SIN SALIDA ORBIS 4024GO,20879,"12 x $ 1.739,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-sin-salida-orbis-4024go/p/00268034,2022-03-26 11:45:50
7797037912187,177590,ORBIS,CALEFACTOR A GAS - TIRO BALANCEADO ORBIS 4166GO,35099,"12 x $ 2.924,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-orbis-4166go/p/00267136,2022-03-26 11:45:50
7797037912149,177588,ORBIS,CALEFACTOR A GAS - TIRO BALANCEADO ORBIS 4126GO,26779,"12 x $ 2.231,58 Cuotas sin interés",12,https://www.musimundo.com/marcas/orbis/calefactor-a-gas-tiro-balanceado-orbis-4126go/p/00267134,2022-03-26 11:45:50
7797037911982,138561,ORBIS,CALEFACTOR TIRO NATURAL ORBIS 4444GO,29119,"12 x $ 2.426,58 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-tiro-natural-orbis-4444go/p/00267137,2022-03-26 11:45:51
7798111676896,138613,PEABODY,VITROCONVECTOR PEABODY PE-VQD20N,23749,"12 x $ 1.979,09 Cuotas sin interés",12,https://www.musimundo.com/marcas/peabody/vitroconvector-peabody-pe-vqd20n/p/00267100,2022-03-26 11:45:51
7793862009665,138590,LILIANA,VITROCONVECTOR LILIANA TCV100,14249,"12 x $ 1.187,42 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/vitroconvector-liliana-tcv100/p/00132005,2022-03-26 11:45:51
7797037912163,177589,ORBIS,CALEFACTOR A GAS - TIRO BALANCEADO ORBIS 4146GO,30129,"12 x $ 2.510,75 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-orbis-4146go/p/00267135,2022-03-26 11:45:51
7793862010890,138586,LILIANA,CALEFACTOR INFRARROJO LILIANA CI070,4749,"12 x $ 395,75 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/calefactor-infrarrojo-liliana-ci070/p/00266125,2022-03-26 11:45:51
7793862010913,138589,LILIANA,CALOVENTOR LILIANA CFI800,13299,"12 x $ 1.108,25 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/caloventor-liliana-cfi800/p/00266128,2022-03-26 11:45:51
7793862004073,153718,LILIANA,CALEFACTOR LILIANA CV0-26,4084,"12 x $ 340,34 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-liliana-cv0-26/p/00182017,2022-03-26 11:45:51
195161182853,142725,HP,NOTEBOOK HP 14-CF2078LA INTEL CORE I5,109999,"6 x $ 18.333,17 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-14-cf2078la-intel-core-i5/p/00353013,2022-03-26 11:45:52
196119412220,145477,LENOVO,NOTEBOOK LENOVO 82FG01HXAR INTEL CORE I7,194999,"3 x $ 64.999,67 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-lenovo-82fg01hxar-intel-core-i7/p/00510053,2022-03-26 11:45:52
194721254443,145373,HP,NOTEBOOK HP 8ZQ89LT INTEL CORE I5,194026,"3 x $ 64.675,33 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-hp-8zq89lt-intel-core-i5/p/00508008,2022-03-26 11:45:52
4718017941617,140402,ASUS,NOTEBOOK GAMER ASUS ROG ZEPHYRUS G14 - GA401IV-HA116T AMD R9,397999,"3 x $ 132.666,33 Cuotas sin interés",12,https://www.musimundo.com/marcas/asus/notebook-gamer-asus-rog-zephyrus-g14-ga401iv-ha116t-amd-r9/p/00316070,2022-03-26 11:45:52
7798166643898,141118,VAIO,NOTEBOOK VAIO VJFE52A0111H INTEL CORE I5,119999,"6 x $ 19.999,83 Cuotas sin interés",12,https://www.musimundo.com/marcas/vaio/notebook-vaio-vjfe52a0111h-intel-core-i5/p/00320440,2022-03-26 11:45:52
196119412237,145360,LENOVO,NOTEBOOK LENOVO 82FG01HVAR INTEL CORE I5,189999,"6 x $ 31.666,50 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-lenovo-82fg01hvar-intel-core-i5/p/00503053,2022-03-26 11:45:52
194778099035,145271,LENOVO,NOTEBOOK LENOVO IDEADPAD S145-14IIL - 81W60092AR INTEL CORE I7,154999,"3 x $ 51.666,33 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-lenovo-ideadpad-s145-14iil-81w60092ar-intel-core-i7/p/00505017,2022-03-26 11:45:52
4711081516361,145269,ASUS,NOTEBOOK ASUS X515EA-EJ1629W INTEL CORE I7,169999,"12 x $ 14.166,58 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-asus-x515ea-ej1629w-intel-core-i7/p/00505015,2022-03-26 11:45:52
4711081342656,145354,ASUS,NOTEBOOK ASUS X515EA-EJ1343T INTEL CORE I5,119999,"12 x $ 9.999,92 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-asus-x515ea-ej1343t-intel-core-i5/p/00502046,2022-03-26 11:45:52
4710886398035,145047,ACER,NOTEBOOK GAMER ACER AN515-55-58QD INTEL CORE I5,161499,"6 x $ 26.916,51 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-gamer-acer-an515-55-58qd-intel-core-i5/p/00485001,2022-03-26 11:45:52
4711081577249,144971,ASUS,NOTEBOOK ASUS UX482EGR-KA341W INTEL CORE I5,265999,"6 x $ 44.333,18 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-asus-ux482egr-ka341w-intel-core-i5/p/00482007,2022-03-26 11:45:52
195697341496,144935,HP,NOTEBOOK HP 15-EH0009LA AMD R7,147249,"6 x $ 24.541,51 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-15-eh0009la-amd-r7/p/00476006,2022-03-26 11:45:52
195697335686,145019,HP,NOTEBOOK HP 15-EF1011LA AMD R5,104999,"9 x $ 11.666,56 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-hp-15-ef1011la-amd-r5/p/00484000,2022-03-26 11:45:52
7797678017838,177448,EXO,NOTEBOOK EXO XQ5C-11 CORE I5-1135G7,134999,"12 x $ 11.249,92 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-exo-xq5c-11-core-i5-1135g7/p/00481011,2022-03-26 11:45:52
4711081342618,145178,ASUS,NOTEBOOK ASUS 91X515EA-EJ1332T INTEL CORE I7,155999,"12 x $ 12.999,92 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-asus-91x515ea-ej1332t-intel-core-i7/p/00500002,2022-03-26 11:45:52
195908628910,144936,HP,NOTEBOOK GAMER HP 15-EC1035LA AMD R5,144399,"6 x $ 24.066,51 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-gamer-hp-15-ec1035la-amd-r5/p/00476007,2022-03-26 11:45:52
195890395234,144933,LENOVO,NOTEBOOK GAMER LENOVO 82JW003JAR AMD R5,193799,"6 x $ 32.299,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-gamer-lenovo-82jw003jar-amd-r5/p/00476004,2022-03-26 11:45:52
4710886310075,144820,ACER,NOTEBOOK ACER A315-23-R401 AMD R5,104499,"6 x $ 17.416,51 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-acer-a315-23-r401-amd-r5/p/00474005,2022-03-26 11:45:52
195890410814,144818,LENOVO,NOTEBOOK LENOVO 82LM00B2AR AMD R7,115899,"6 x $ 19.316,51 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-82lm00b2ar-amd-r7/p/00474003,2022-03-26 11:45:52
195890412214,144817,LENOVO,NOTEBOOK LENOVO 82LM00B1AR AMD R5,99749,"6 x $ 16.624,84 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-lenovo-82lm00b1ar-amd-r5/p/00474002,2022-03-26 11:45:52
190198462855,144624,APPLE,NOTEBOOK APPLE MACBOOK AIR 13 / MQD32LE/A INTEL CORE I5,189999,"6 x $ 31.666,50 Cuotas sin interés",12,https://www.musimundo.com/informatica/notebook/notebook-apple-macbook-air-13-mqd32le-a-intel-core-i5/p/00458075,2022-03-26 11:45:52
7793862008194,170752,LILIANA,CALEFACTOR HALOGENO LILIANA CIG200,10449,"12 x $ 870,75 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/calefactor-halogeno-liliana-cig200/p/00006131,2022-03-26 11:45:53
7793862009689,135438,LILIANA,PANEL RADIANTE LILIANA PPV300,13774,"12 x $ 1.147,84 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/panel-radiante-liliana-ppv300/p/00111031,2022-03-26 11:45:53
7793862008217,170755,LILIANA,CALEFACTOR CALOVENTOR LILIANA CFH500,5699,"12 x $ 474,92 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/calefactor-caloventor-liliana-cfh500/p/00006128,2022-03-26 11:45:53
7798118962558,136263,AXEL,CALEFACTOR INFRARROJO AXEL AX-CI1000,2564,"12 x $ 213,67 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-infrarrojo-axel-ax-ci1000/p/00181198,2022-03-26 11:45:53
7793862008149,132262,LILIANA,TURBOCALEFACTOR LILIANA FTP530 TROPIC,11399,"12 x $ 949,92 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/turbocalefactor-liliana-ftp530-tropic/p/00006135,2022-03-26 11:45:53
7793862008965,133666,LILIANA,CALOVENTOR LILIANA FORZAHOT PTC617,7599,"12 x $ 633,25 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/caloventor-liliana-forzahot-ptc617/p/00006149,2022-03-26 11:45:53
7793862008958,133667,LILIANA,CALOVENTOR LILIANA HOTWIND CFH417,4749,"12 x $ 395,75 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/caloventor-liliana-hotwind-cfh417/p/00006150,2022-03-26 11:45:53
7793862008910,173835,LILIANA,CALEFACTOR CONVECTOR ELECTRICO LILIANA CFB17,11399,"12 x $ 949,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-convector-electrico-liliana-cfb17/p/00006152,2022-03-26 11:45:53
7793862009696,135435,LILIANA,CALOVENTOR LILIANA CFH510 DUALHOT,7124,"12 x $ 593,67 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/caloventor-liliana-cfh510-dualhot/p/00112039,2022-03-26 11:45:53
7797075014911,135340,LONGVIE,CALEFACTOR TIRO BALANCEADO LONGVIE EBA3,28649,"12 x $ 2.387,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-tiro-balanceado-longvie-eba3/p/00110007,2022-03-26 11:45:53
8806092207967,144765,SAMSUNG,AIRE ACONDICIONADO SPLIT INVERTER SAMSUNG AR18ASHQAWK2BG FRIO CALOR 4601 FRIGORIAS,144999,"18 x $ 8.055,50 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/aire-acondicionado/aire-acondicionado-split-inverter-samsung-ar18ashqawk2bg-frio-calor-4601-frigorias/p/00464021,2022-03-26 11:45:54
8806092208025,144766,SAMSUNG,AIRE ACONDICIONADO SPLIT INVERTER SAMSUNG AR24ASHQAWK2BG FRIO CALOR 5762 FRIGORIAS,174999,"18 x $ 9.722,17 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/aire-acondicionado/aire-acondicionado-split-inverter-samsung-ar24ashqawk2bg-frio-calor-5762-frigorias/p/00464022,2022-03-26 11:45:54
7798111676223,132411,PEABODY,VITROCONVECTOR PEABODY PE-VC20N,17099,"12 x $ 1.424,92 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/vitroconvector-peabody-pe-vc20n/p/00006510,2022-03-26 11:45:54
7798111676872,172475,PEABODY,CALEFACTOR VITROCONVECTOR PEABODY PE-VQM20R,20999,"18 x $ 1.166,61 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-vitroconvector-peabody-pe-vqm20r/p/00006512,2022-03-26 11:45:54
7798118961445,164323,CONQUEROR,CALEFACTOR CONVECTOR ELECTRICO CONQUEROR CNQ-CCT13,7504,"12 x $ 625,34 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-convector-electrico-conqueror-cnq-cct13/p/00005855,2022-03-26 11:45:54
7798118961957,166524,CONQUEROR,CALEFACTOR CALOVENTOR CONQUEROR CNQ-CA14,3324,"12 x $ 277,00 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-caloventor-conqueror-cnq-ca14/p/00005858,2022-03-26 11:45:54
7796962991526,145063,LG,AIRE ACONDICIONADO SPLIT INVERTER LG S4-W24K2RPE FRIO CALOR 5547 FRIGORIAS,219999,"12 x $ 18.333,25 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/aire-acondicionado/aire-acondicionado-split-inverter-lg-s4-w24k2rpe-frio-calor-5547-frigorias/p/00488002,2022-03-26 11:45:54
7796885455723,143035,BGH,AIRE ACONDICIONADO SPLIT INVERTER BGH BSI53WCGT FRIO / CALOR 4558 FRIGORIAS,129999,"12 x $ 10.833,25 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/aire-acondicionado/aire-acondicionado-split-inverter-bgh-bsi53wcgt-frio-calor-4558-frigorias/p/00382024,2022-03-26 11:45:54
196119412220,145477,LENOVO,NOTEBOOK LENOVO 82FG01HXAR INTEL CORE I7,194999,"3 x $ 64.999,67 Cuotas sin interés",0,https://www.musimundo.com/informatica/notebook/notebook-lenovo-82fg01hxar-intel-core-i7/p/00510053,2022-03-26 11:45:55
7796931870920,177579,ESKABE,CALEFACTOR A GAS - SIN SALIDA ESKABE S21 MX5 P,31059,"12 x $ 2.588,25 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-sin-salida-eskabe-s21-mx5-p/p/00389020,2022-03-26 11:45:55
7796931870876,177583,ESKABE,CALEFACTOR A GAS - TIRO BALANCEADO ESKABE S21 TB3 P,37359,"12 x $ 3.113,25 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-a-gas-tiro-balanceado-eskabe-s21-tb3-p/p/00389017,2022-03-26 11:45:55
7796931870708,141488,ESKABE,CALEFACTOR TIRO BALANCEADO ESKABE S21 TBU3 J,22999,"18 x $ 1.277,72 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-tiro-balanceado-eskabe-s21-tbu3-j/p/00321156,2022-03-26 11:45:55
7797075015048,141493,LONGVIE,CALEFACTOR SIN SALIDA LONGVIE ECA5,23729,"18 x $ 1.318,28 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-sin-salida-longvie-eca5/p/00300021,2022-03-26 11:45:55
7798192365986,176821,PHILCO,CALEFACTOR CALOVENTOR PHILCO PHCF20A1P,4511,"12 x $ 375,96 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-caloventor-philco-phcf20a1p/p/00321172,2022-03-26 11:45:55
7798111679064,141503,PEABODY,CALOVENTOR PEABODY PE-CVL20B,14249,"12 x $ 1.187,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/caloventor-peabody-pe-cvl20b/p/00321168,2022-03-26 11:45:55
7797075014942,145120,LONGVIE,CALEFACTOR TIRO BALANCEADO LONGVIE EBA3U,29999,"12 x $ 2.499,92 Cuotas sin interés",0,https://www.musimundo.com/climatizacion/calefactores/calefactor-tiro-balanceado-longvie-eba3u/p/00300022,2022-03-26 11:45:55
7797075014911,135340,LONGVIE,CALEFACTOR TIRO BALANCEADO LONGVIE EBA3,28649,"12 x $ 2.387,42 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-tiro-balanceado-longvie-eba3/p/00110007,2022-03-26 11:45:55
7797075014966,141494,LONGVIE,CALEFACTOR SIN SALIDA LONGVIE ECA3,20564,"12 x $ 1.713,67 Cuotas sin interés",12,https://www.musimundo.com/marcas/longvie/calefactor-sin-salida-longvie-eca3/p/00294144,2022-03-26 11:45:55
7793862009672,135436,LILIANA,CALEFACTOR INFRARROJO LILIANA CI080,7599,"12 x $ 633,25 Cuotas sin interés",24,https://www.musimundo.com/climatizacion/calefactores/calefactor-infrarrojo-liliana-ci080/p/00111030,2022-03-26 11:45:55
7793492000414,166559,STANDARD ELECTRIC,CALEFACTOR CALOVENTOR STANDARD ELECTRIC STE-10,3723,"12 x $ 310,25 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-caloventor-standard-electric-ste-10/p/00007735,2022-03-26 11:45:55
7793862009030,133690,ELECTROLUX,CALEFACTOR HALOGENO ELECTROLUX HAL-40A,9024,"12 x $ 752,00 Cuotas sin interés",12,https://www.musimundo.com/climatizacion/calefactores/calefactor-halogeno-electrolux-hal-40a/p/00000484,2022-03-26 11:45:55
7797075018575,145139,LONGVIE,CALEFACTOR TIRO BALANCEADO LONGVIE EBA3KVT,35559,"12 x $ 2.963,25 Cuotas sin interés",0,https://www.musimundo.com/sper-ofertas/calefactor-tiro-balanceado-longvie-eba3kvt/p/00497001,2022-03-26 11:45:56
7898908868272,142430,MONDIAL,TOSTADORA MONDIAL 1010-06,5406,"6 x $ 901,08 Cuotas sin interés",12,https://www.musimundo.com/marcas/mondial/tostadora-mondial-1010-06/p/00341061,2022-03-26 11:45:56
8710103777137,172462,PHILIPS,TOSTADORA PHILIPS HD2637/90,7599,"6 x $ 1.266,51 Cuotas sin interés",24,https://www.musimundo.com/marcas/philips/tostadora-philips-hd2637-90/p/00006707,2022-03-26 11:45:56
7793862007661,170849,LILIANA,TOSTADORA LILIANA SANDTOST AT903,5984,"6 x $ 997,34 Cuotas sin interés",24,https://www.musimundo.com/marcas/liliana/tostadora-liliana-sandtost-at903/p/00020042,2022-03-26 11:45:56
7798105026522,143858,ATMA,TOSTADORA ATMA TO20WDH,3799,"6 x $ 633,18 Cuotas sin interés",12,https://www.musimundo.com/pequeos/tostadoras/tostadora-atma-to20wdh/p/00425036,2022-03-26 11:45:57
7796962989066,143589,ATMA,TOSTADORA ATMA TO2180WN,3134,"6 x $ 522,34 Cuotas sin interés",12,https://www.musimundo.com/pequeos/tostadoras/tostadora-atma-to2180wn/p/00415005,2022-03-26 11:45:57
